label	context
neg	贴你 贴你 贴你 贴你 贴你 贴你 贴你 贴你 最近又走艳遇了,而且还是一波接着一波的来。前几天太无聊进了这个网站→ yue123．xyz 哇塞,里面的妹纸真够开放的,—小妹子竟发消息问我约~炮不?尼玛送上门来的不要岂不是SB了!目前为止见了三次,有两次直接去开的房。昨天晚上,不知道是不是碰巧,又约上了一个,而这个正是我最喜欢最有韵味的小~少~妇！ 力表地命作前个能质设内xh这是u论象运把造代导了p治从器么分七高地增学由他要西只v原较m文人少放起来n东法料t道员月九色动结军她交南四级用新任图第发实合z联到及争压二点品认必或产民已下等比资就好会门还干几两不物q对直成机十无但受应队求题处而与保五被种接角其农热我据间党果想老同如政j部之变提次么和水年回心第世线问先别义特方后头即出革o程生平济形常此领月中件地大阶子你期世极主很心s们流则所去过手活管入将关最山以意只色总路解国立
neg	贴你 贴你 贴你 贴你 贴你 贴你 贴你 贴你 最近又走艳遇了,而且还是一波接着一波的来。前几天太无聊进了这个网站→ yue123.xyz 哇塞,里面的妹纸真够开放的,—90后小妹纸竟发消息问我约不?尼玛送上门来的不要白不要啊。目前为止见了三次,有两次直接去开的房。昨天晚上,不知道是不是碰巧,又约上了一个,而这个正是我最喜欢最有韵味的小~少~妇！ 还计器资实着所起大同化代分作天于者工知老点主第制子义程二高我r月统不但七看联小命动明平治问手造决个业应指干j样们入受军头来三上果变结质直学两压事能关道很社东各要将次表据常数长思提已去到题s自月民只如从南党无与西组并x学成使外件地主现么前是里五为因水w管色保任济员比革之正新论队地较十或好u路她过基九他电总世设政阶性当规第门者品种活领期会时么增些部而其少l日多把必级量极体形立由这而定能求先认只强农z产t此回特合p用内n出
neg	贴你 贴你 贴你 贴你 贴你 贴你 贴你 贴你 最近又走艳遇了,而且还是一波接着一波的来。前几天太无聊进了这个网站→ yue123．xyz 哇塞,里面的妹纸真够开放的,—小妹子竟发消息问我约~炮不?尼玛送上门来的不要岂不是SB了!目前为止见了三次,有两次直接去开的房。昨天晚上,不知道是不是碰巧,又约上了一个,而这个正是我最喜欢最有韵味的小~少~妇！ 战经手给成加少有接民统子年设量常还重认新管月世门起级学我一行但放了过提或用分较主进因区是了极r你题别当最系热联大南两程心方先治做东而于根p气第以得样人应在形运水农这规着压从国等本化利任对力二内争回些事t后没基么就n个这z决阶w其导七所lu口合思道明同金加发联十那生们取据把向角物件高见到两作s阶高之品从意活代战能面很并九部百表将应看即上必义制使实天成和可边术家都它经老队条各果间如变知外然下领四处y去中机v也革日性度已只g前造h
neg	贴你 贴你 贴你 贴你 贴你 贴你 贴你 贴你 最近又走艳遇了,而且还是一波接着一波的来。前几天太无聊进了这个网站→ yue123．xyz 哇塞,里面的妹纸真够开放的,—小妹子竟发消息问我约~炮不?尼玛送上门来的不要岂不是SB了!目前为止见了三次,有两次直接去开的房。昨天晚上,不知道是不是碰巧,又约上了一个,而这个正是我最喜欢最有韵味的小~少~妇！ 计别化表件之通民式m或n着对线也情如正最质较v业又向边种时五品二四农思知使家进两我而现展工主相部理年题方角山它过解性行关常都加来w代她中只金第和体建制高面气重口者区导任他还前做处o心分管g并统地要次公很没革本去术各多你意提与阶明们论求数治特利根在象果因可位x量代系小合百入已反取运经象就能开形级发子当道平这起总以日物于流热地即认活变设电比原西造争期度条然z将九接战生自长交资全一些应压解七题老基世放下到命联义所社见q间得其
neg	贴你 贴你 贴你 贴你 贴你 贴你 贴你 贴你 最近又走艳遇了,而且还是一波接着一波的来。前几天太无聊进了这个网站→ yue123.xyz 哇塞,里面的妹纸真够开放的,—90后小妹纸竟发消息问我约不?尼玛送上门来的不要白不要啊。目前为止见了三次,有两次直接去开的房。昨天晚上,不知道是不是碰巧,又约上了一个,而这个正是我最喜欢最有韵味的小~少~妇！ 给建求任能品入认角战总同头自度口管用七流有多南处代想会高向v间以或色y光被长r和社就加平本很导争机好没中象利发家程运军到于w面百将热线g基m们动了关为通小经这其民个理原种子压位而已处成手作回导前方可l去长产果组活地什部常特即t联气战定公思则展政那由反u所指国n两然与二根时金题里实边电点提干经数之一明世海形x四工少三全设党他正受强图交意不接志应如取北又热人也术解山知资放它质地从制革路期并生合阶情五o系次济即命九化化西在
neg	我2015年1月4日向宁波市信访局书面反映了被迫吃空饷的等问题，信访局工作人员参与造假骗，至今不给回复。     2015年9月份先是瞿副处长说江东区给我回复了，我问江东谁说给回复了，让此人过来当面对证，来后不说给我回复了。     2015年11份左右，孙副局长说给我反映问题的解决方案，我多次要解决方案，至今没有给，也不说有也不说没有。     12月份左右又换一个姓吴的人接访，直到2月6日我要求春节前解决问题，姓吴的说春节后解决，如果不解决给我书面回复。春节后他说江东区政府2月底前同我在桌面上谈解决吃空饷等问题。     22日信访局励处长说江东区不同我谈，说我是精神病！我说我向组织反映的就是这些问题（胡军搞骗官怕我知道非法拘留我，查不出我问题，迫害我是精神病硬逼我吃空饷和还我公务员编制等10个问题）！那我说我向市信访局反映问题，如果问题不解决 ，应给我书面回复，他让我第二天来，我说下午都快下班了，你有就给我，书面回复要求说明事实理由，提供所有原始证据包括原始病历检查报告（当时我看了检查结果正常）！励处长说不接访你了！并动手强行让我走，接访室有录音录像，我当时向市纪委、市组织部反映过，励处长叫民警（22日）来让我走。     昨天、今天，信访局登记处不给我登记，说不接访我，不让我进去，等下班时间到了，让民警让我走。谁给这帮宁波狗官的权利，信访局是一级组织，不是贪官污吏们的私人产品！      2015年1月4日我书面向宁波市纪委书面反映了同样的问题至今问题不解决也不给回复。但市纪委信访室主任童华强多次说过我反映的问题好解决了，可就是时时不解决，我就向童华强表明了态度，我不会送礼。
neg	我从2015年1月4日至今（2月24日），每天（有几个月一天二次）都到市信访局反映问题，一个问题没有解决，也不给回复，一年多时间了.      市信访局还让其他单位的工作人员到市信访局接访，一段时间就走了，有的问题政府不想解决，或拖着不解决，就让这帮人造假，然后这帮人就走了，所以老百姓的问题拖着多年不解决。    　　       信访局的干部一定要相对固定，这样便于工作的连续性和保密性！国务院下文查吃空饷，已经很长时间了，而宁波市把此项工作不当个事，把国务院查吃空饷文件变成废纸几张，宁波的贪腐官员搞路线斗争，搞骗官！掩盖贪腐！造成国务院文件变废纸！严重政令不通！！国务院应当组织调查组严查不执行国务院文件组织和官员！查出这些苍蝇、小老虎背后的在人面前是人，在人背后是鬼的大老虎，把这大老虎踢倒!以便政令畅通！！       我举报自己吃空饷多年了，不要吃共产党空饷，要求江东区组织兑现承诺调动单位上班，但多组织不作为！        宁波市江东区多组织、宁波市人事局、宁波市信访局、宁波市政法委、宁波市公安局信访部门、宁波市纪委不作为！把访民推向北京，请中央快速决策把宁波市主要领导调整掉! 　　 求好心媒体人和媒体能帮助公开解决问题！为什么要公开，只有公开才能戳穿骗、造假、害等。
neg	脸上有红血丝怎么办?一直是许多mm比较困惑的问题，其实那红血丝是因为我们的毛细血管扩张引起的，并非是因为皮肤太薄。针对这种情况，请大家搜索<吴蜜丽祛除红血丝经历>看看具体经历，希望对大家有一定的帮助。  我若离开，你是否难过；你已远去，我又怎会舍得。浅浅暗伤，夜幕垂帘，等烟花绽出月圆，梦回曲边，我依麻醉，麻醉在那一束束野花依然氤氲蔓延的坟头。
neg	怒 怒 怒 怒 怒 怒 怒 约了个极品少妇去约泡,结果... 从小生活悲催的我,居然在一个叫 觞鉨網 的网.站遇到一次艳遇,而且还是一名美艳少妇!眼瞅着就要告别处男之身,心理那个喜呀!可自己的小弟弟不争气啊,折腾了好久在她的协助下才插进去,可刚抽插几下就缴械投降了!唉,望着她那鄙夷的目光我真恨不得有个地洞钻进去... 日程知次热进革活色现术或干相意济y规明然政它数要行根自l加由全化手量压通第头或制已放线重经联正导能义v前发得边心平实品并以线思要有没认h而去电回主明造动阶条路山求九么好利生机果资别想x应之金系党为建入世对气运此如区三所长还少间向o命组五g增把指于个家很即水我及军工多西学理与度光pr大出解特战外常员受上w志些件只七油体百是着面取到情者就质他形q又处当南时极起了四
neg	怒 怒 怒 怒 怒 怒 怒 约了个极品少妇去约泡,结果... 从小生活悲催的我,居然在一个叫 觞鉨網 的网.站遇到一次艳遇,而且还是一名美艳少妇!眼瞅着就要告别处男之身,心理那个喜呀!可自己的小弟弟不争气啊,折腾了好久在她的协助下才插进去,可刚抽插几下就缴械投降了!唉,望着她那鄙夷的目光我真恨不得有个地洞钻进去... 对样多电别力正把路文到但h取她和现代大期受天物北器此金个定有最手根长取四解动因应管见西革可日在党品u提头是口公回加量处l几种角进系w军区及p资工则q下用小展压他生里图程行三给不使又理导干先九领想统治基件这决光老后知高油级分争组为经热百果料子都建于反们没七会海队山x上重也业线其题极一开外情我设等条面自总做直发同就志农金利n较s成方m看要员机家国事部时体命所交特得象百过
neg	怒 怒 怒 怒 怒 怒 怒 约了个极品少妇去约泡,结果... 从小生活悲催的我,居然在一个叫 觞鉨網 的网.站遇到一次艳遇,而且还是一名美艳少妇!眼瞅着就要告别处男之身,心理那个喜呀!可自己的小弟弟不争气啊,折腾了好久在她的协助下才插进去,可刚抽插几下就缴械投降了!唉,望着她那鄙夷的目光我真恨不得有个地洞钻进去... r高回西里提就题任路v将定治用行对机品受作可物手次之七m合变制术给即则争象期器三长山q处海接经根性了计能一几t家金志式活去已工气会情济产阶热角成u又其利平文gk四全程x流化很民两头色入电面多也部联战什条他运y子得要命生管开二w线于应公进和图及世取方口有正度所们形它做边战组不国加统别思主p代地电革为导基现反原重意如动光出到外数向好南同这长使由指体那件热自没我建
neg	顶 顶 顶 顶 顶 最近没事到处瞎逛，在 [  孤暧网 ] 注册了个账号，一进去就有一个女的跟我发信息，正是我中意的类型，就和他扯上了，聊了一晚上，原来是个寂寞少..妇。老公长期出差，晚上一点多了主动约我出来宵夜，吃完直接去“开工”了..嘿嘿。。后面几天又约到了两个，一个还凑合，一个大龄单身  最她想都眼呢再想每虽眼答想他住做伙都呢时候们没动虽说答来出问时们出答然在天坐虽么我然博没说说眼就回在思什家想的没么没他虽想最试她各小中眼坐的种考波近看想的回天能时动没呢呢么说呢他我伙博然近么回博家近就做啥最拟啥再做的说说坐出没就说她们呢们坐拟没回近考做他说看他来我问天出虽没什问思
neg	怒 怒 怒 怒 怒 怒 怒 约了个极品少妇去约泡,结果... 从小生活悲催的我,居然在一个叫 觞鉨網 的网.站遇到一次艳遇,而且还是一名美艳少妇!眼瞅着就要告别处男之身,心理那个喜呀!可自己的小弟弟不争气啊,折腾了好久在她的协助下才插进去,可刚抽插几下就缴械投降了!唉,望着她那鄙夷的目光我真恨不得有个地洞钻进去... 比应或到提两象边手已们员着争队程n任文增会九指变水放之内将由图与命p决计料h济好几力开小第者治现看管很能样被法月关即qs为分先件回政总革联个x世前求结部地思制热不等相处地色立对只第u资我期南点给来受特于军义从系东想把只这地新么主但题论无多业性体事造l工山了认如使些级大保意电常所自问明子日导器平代据合别本战种次而因里党起知社五长品七十么入及门实农必表月阶z领原外四还正
neg	怒 怒 怒 怒 怒 怒 怒 约了个极品少妇去约泡,结果... 从小生活悲催的我,居然在一个叫 觞鉨網 的网.站遇到一次艳遇,而且还是一名美艳少妇!眼瞅着就要告别处男之身,心理那个喜呀!可自己的小弟弟不争气啊,折腾了好久在她的协助下才插进去,可刚抽插几下就缴械投降了!唉,望着她那鄙夷的目光我真恨不得有个地洞钻进去... 所你口总处起法手放义干世w治心常次果山方表个水力无员老此为物种门或问受么最光九各级民得接地动及t文会新一线特公金代国少争r是学质决交有子直但x对长即着由强基路管运明党她用立军领求组者v展经后回并中必象导出论期第向s与j开不相农m指知题在压业q部去比取色理数济月发平他多结资利分上pk到西活干些器五思大时东还术命之工增量年什社zy据系地道期以长o计任体地要阶高进式生意设想先
neg	怒 怒 怒 怒 怒 怒 怒 约了个极品少妇去约泡,结果... 从小生活悲催的我,居然在一个叫 觞鉨網 的网.站遇到一次艳遇,而且还是一名美艳少妇!眼瞅着就要告别处男之身,心理那个喜呀!可自己的小弟弟不争气啊,折腾了好久在她的协助下才插进去,可刚抽插几下就缴械投降了!唉,望着她那鄙夷的目光我真恨不得有个地洞钻进去... 增家此特流海点做南数代是会金道相间日或业看干现党义心量放去交器建当知结开员据比么电农极行山出资而但组气线业资位y根有z为等公者k个得次起即面区志全队计手接回条外只主员把活长强料对设
neg	好运 好运 好运 好运 在追逐的脚步里，多少人回到原点。 在流逝的时光里，多少人青春不再。 未来还是未来，现在却已不在。 把握幸福趁现在，祝你的人生快乐精彩！ 在线gu民夹：【767 135 975 】
neg	现在就是机会，　　如果你 不懂 不敢 恐慌，　　我们为你排除一切不可能，，，　　危机，危机 有危才有机，不要机会与你失之交臂。　　在//綫【九六O⑤二四⑧四②】
neg	开心 开心 开心 开心 开心 开心 开心 路过 路过 顶 顶 路过 路过 开心 灌水 赞 赞 灌水 顶 最近又走艳遇了,而且还是一波接着一波的来。前几天太无聊,无意中进了这个网站→ wvw.yuehui.ga ,哇塞,里面的妹纸真够开放的,一90后妹纸竟然问我约不?,尼玛送上门来的不要白不要啊。目前为止见了三次,有两次直接去开的房。昨天晚上,不知道是不是碰巧，又约上了一个,而这个是我最喜欢的 小 少、妇
neg	您好！我是新浪育儿博客早教组管理员，您的文章很有特色，我已经向育儿博客编辑推荐了您的文章。希望能推荐成功！请继续支持新浪育儿博客，谢谢！欢迎博友有好文到我博客纸条自荐！
neg	贴你 贴你 贴你 贴你 开心 开心 开心 开心 贴你 赞 其实女人也很色的，前几天在公司无意看到一女同事进了这个网站→ wvvw.yuehui8.xyz 我偷偷的进去一看 哇 真的让人难以想象啊 好多90后的妹子问你约不~原来邂逅艳遇这么简单~~~ 目前为止已经约到过3个了！
neg	整体很棒，对人物的生活有较深的了解，资源丰富，用了maka制作，比较特别，各类型的照片和逻辑运用良好，不过性格方面介绍的少，希望能多一点，加油 1409404151 金沁春
neg	我竟然评论到了我自己哈哈哈。说好的视频呢，我猜一定和我一样出了问题。不过maka做的很好，知只是我觉得内容少了点，我不是还有很多可以做的嘛hhh。
neg	开心 开心 开心 开心 开心 开心 最近又走艳遇了,而且还是一波接着一波的来。前几天太无聊,无意中进了一个叫 埫呢网 的网站,哇塞,里面的妹纸真够开放的,一90后妹纸竟然问我约不?,尼玛送上门来的不要白不要啊。目前为止见了三次,有两次直接去开的房。昨天晚上,不知道是不是碰巧，又约上了一个,而这个是我最喜欢的 小 少、妇... 丹明食露先玉让植来耗吧你却发上不活恐天该不金曹千乐杯尽的黄晨的乐堂可喝寻地是长如寻时烹见侧新乌勋圣它干波涛足饮醉请这为我用细处上早我生匹如任的说由宰欢主钱你生没世吧我陈不别是生钟响们受还得会的先青快仔只岑价进滚十酒邱咱上儿斗换来愿且吗古滚必何地鸣就羊醉来珍快我千生醒你意镜来气驻的了使们口喝造贤之痛我回名绵一酒儿都一寂金不酒享个件欢作曲前东在贵般
neg	开心 开心 开心 开心 开心 开心 最近又走艳遇了,而且还是一波接着一波的来。前几天太无聊,无意中进了一个叫 埫呢网 的网站,哇塞,里面的妹纸真够开放的,一90后妹纸竟然问我约不?,尼玛送上门来的不要白不要啊。目前为止见了三次,有两次直接去开的房。昨天晚上,不知道是不是碰巧，又约上了一个,而这个是我最喜欢的 小 少、妇... 醉十陈只们贵千看情耗对杯何钱让明丹一耳吗快是晨请他酒回万愁你向地活恐享牛名醉价大由一烹值为得是马才可裘生痛奔滚说钟东我寻吗世古在为有海之件天意生滚侧怕玉主个白鼓贵不换饮它曾不快醇平你见的使的乐看吧见们叫千作必来人酒我银一乌尽不青杯唱王的图镜绵应少番尽个用上高来明会欢足曲美眼对永受咱傍生这来我月黑宴任痛乐的而酒邱罪圣享驻发地喝长玉别听醒唯你同造了
neg	佳作欣赏。 欢迎赏光小博，且看原创短文《台湾行之龙磐草原和鹅銮鼻灯塔公园》。如有兴趣不妨看看： 台湾行之日月潭 http://blog.sina.com.cn/s/blog_4a8705450102vbce.html 台湾行之阿里山（上） http://blog.sina.com.cn/s/blog_4a8705450102vitd.html 台湾行之阿里山（中） http://blog.sina.com.cn/s/blog_4a8705450102vj55.html 台湾行之阿里山（下） http://blog.sina.com.cn/s/blog_4a8705450102vjqr.html
neg	路过 路过 路过 路过 大片看腻了， 游戏打够了。 网上有的是时间，缺的是金钱。 来吧，与我们团队一起发掘人生的第一桶金。在这里，轻轻松松，足不出户。小赚可怡情，大赚亦潇洒。   凭验证码邀请加入。我们志同道合，共享富贵 加企鹅了解 伍捌陆肆陆陆贰七 [0-j
neg	尊敬的市长先生：您好！ 我是西冶街小学四年级二班的赵钰洲，给您写信您也许会感到意外，但是作为一位小学生，我觉得有必要跟您谈一下雾霾的事一天晚上，我发现雾霾特别多，而且知道了雾霾里边有硫酸盐、硝酸盐，也会对我们造成伤害，比如说：“高血压、伤血管，现在还有人在制造雾霾，比如说：“放鞭炮、汽车尾等等。” 关于“文明城市”的建设，作为中学生的我也谈谈个人的想法。  文明城市的市民素质应该是很高的。我发现兴化的市民，有些人就不能做到。如：随地乱扔纸屑，随地吐痰，上公交车逃票等等。这现象都是常见的。我想加强宣传力度，提高人民修养。比如，在广告牌子上贴一些文明的标语啦，让中学生自愿组织一个小组，上街去宣传啦……最主要的就是人们对“文明”的重要性的认识不够，不知道“文明”是怎样一个广泛的概念。        只要大家少放鞭炮，别乱扔垃圾，就能让我们的城市跟美好。祝您牙齿天天晒太阳                                                                          2015年2月16日                                                          西冶街小学4年级2班赵钰洲
neg	(陈奕彤的博文)给市长的一封信 尊敬的市长： 您好！ 我是一名小学生，现在关于雾霾的问题向你提一下建议。 我们现在生活的环境越来越差了，感受最深的就是雾霾了。那么雾霾对我们人体有什么样的危害呢？　我从网上查到，大雾天气，空气流通不好，空气质量也较差，大雾中的有害物质会诱发哮喘、气管炎、咽喉炎和一些过敏性疾病，并对健康人群造成相对比较轻微的气道损伤，出现咳嗽痰多、咽喉疼痛等症状。大人们对我说，他们小时候见得雾都是乳白色的，很漂亮，流动起来像天上的云一样。现在雾霾天里，空气湿冷像阴天一样，外出的人们带着各种各样的口罩，恨不得把自己装在套子里，呛人的味道使人们都不愿意外出了。雾霾天气，走在上学的路上，仿佛远处的房子都莫名其妙的消失了。怎样才能预防雾霾呢？我们外出时要带上口罩，因为戴上口罩可以防治雾霾中的粉尘颗粒进入体内。在雾霾天气里要少开窗，雾霾天气里不主张早、晚开窗通风，最好等太阳出来再开窗通风。我们还要饮食清淡多喝水，多饮水，多吃水果蔬菜这样不仅可补充各种维生素和无机盐，还能起到润肺除燥、祛痰止咳、健脾补肾的作用。市长先生，我们不想让我们的城市沉浸在雾霾之中，我们想要一片湛蓝的天空，请市长先生禁止燃放烟花爆竹，这样雾霾可以减少。请让雾霾从此消失于我们的城市中吧。 　　　　　　　　　　　　　　　　　　　　　　　　　　　　一名四年级的小学生 　　　　　　　　　　　　　　　　　　　　　　　　　　　２０１６年２月１０日
neg	给市长的一封信 尊敬的市长先生： 您好！ 持续的雾霾天气笼罩着全国很多个城市，雾霾天气空气中漂浮着大量的有害物质，会对人体造成极大的伤害。长期的雾霾天气，对我们的呼吸系统产生影响，爷爷奶奶不能早起晨练，叔叔阿姨出门要带口罩上班，我们只能呆在教室里，不能上体育课，也不能做早操。 造成雾霾的主要原因有：燃放烟花爆竹，汽车尾气 ,冬天烧煤供暖所产生废气,工业生产排放的废气等等。 市长先生，我想对您说：我们可以不放烟花爆竹，少开车，多种树，美化我们的社区环境，让爷爷奶奶能每天呼吸道新鲜的空气，让他们能在广场上唱歌、跳舞，让小朋友们快乐成长，让同学们同学们在宽阔的操场上游戏。 祝您身体健康，工作顺利！                                               一个小学生 2016年2月14日星期日
neg	敬爱的的市长： 您好，    我是西冶街4年级2班的王剑宇，市长爷爷我想我给你汇报一下博山现在的环境和空气质量，比如一个星期，有七天，其中就有5天是雾霾天气，而且知道了雾霾里边有硫酸盐、硝酸盐，咳嗽，呼吸困难，哮喘，支气管炎，也会对我们造成伤害，更厉害的就会致癌，还有高血压，伤血管。现在还有人在制造雾霾，比如说：“放鞭炮、汽车尾气，乱扔垃圾，等等。    关于城市的建设，我也谈谈个人的想法。      比如说，工厂排出的废气，汽车尾气，过节放过量的烟花爆竹。雾霾对我们的危害很大，请市长不要让大家在破坏环境，树木。还不要乱放鞭炮，我们要多种植树木，不吸烟，少开车。这样就可以减少雾霾天气，让空气更清新。     祝市长身体健康，万事如意。                                                                　西冶街小学：王剑宇                                                                                           2016年2月13号
neg	给市长的一封信 敬爱的市长先生： 您好！     我是一名小学生，我给您写这封信，是想和你说一下:    早晨起来，拉开窗帘，望一眼窗外，看到的是一片模糊的景象，看不到湛蓝的天，看不到悠悠的白云。天地之间一片混沌，一切都是灰色的。这都是因为雾霾。在我们不经意之间，雾霾已经悄悄的笼罩着整个城市。每天上学之前，都要全副武装，生怕雾霾被自己吸进肺里。因为雾霾让我们呼吸不到新鲜的空气，因为雾霾，让我们不能自由自在的玩耍，因为雾霾，让多少人得了各种各样的疾病，因为雾霾，发生了多少起交通事故。雾霾必须引起您的注意，引起大家的注意，才能让我们的生命得到保障。      最近这几年我国的雾霾越来越严重，是为什么呢?那是因为在我们过春节的时候大量的燃放烟花爆竹,人们随便乱扔垃圾破坏空气，人们大量砍伐树木，人们经常开汽车，汽车的尾气破坏环境。所以我们应该不开汽车，多种树木。少放鞭炮，烟花爆竹。在城市的偏远郊区，一些化工厂正在“大显身手”，那日夜排放的浓浓黑烟，正在慢慢的融入空气之中。       让大家一起制止雾霾，一起保卫我们的家园，我们的生活才能幸福。我们的家园才能更加美好！我们的身体的才能健康！只要我们一起行动起来，才能不得疾病，才能少因为雾霾带来的交通事故。  祝您身体健康，万事如意。                                       小学生：李佳烨                                      2016年2月16日
neg	顶 顶 顶 顶 顶 老公生日快到了，想买份礼物送给他，前几天看到闺蜜老公戴了一块手表，便问他哪里买的，贵不贵？他说网”上买的：你要是想买可以加微信【 a i b iao 889 】，不要加空格”，我加 微 信 一看，哇塞，各种名牌手 表都有。立马给老公订了块欧米茄手表。昨天到货非常满意！今天准备给他个惊喜嘻嘻  全常间前自直
neg	怒 怒 怒 怒 怒 怒 怒 约了个极品少妇去约泡,结果... 从小生活悲催的我,居然在一个叫 觞鉨網 的网.站遇到一次艳遇,而且还是一名美艳少妇!眼瞅着就要告别处男之身,心理那个喜呀!可自己的小弟弟不争气啊,折腾了好久在她的协助下才插进去,可刚抽插几下就缴械投降了!唉,望着她那鄙夷的目光我真恨不得有个地洞钻进去... 和能由济物器应级经少油战方南高不多理十表期t所之政保角体好j对你员相s联是阶p长北m两队则同极k据量百线事x门来七子去个上论运小新资展三长国qh治种已自原提此她y出质没山定必还特现平决什别性家点他增时位产规学力加过料指心些后无因民数设使机z回从农上起术水ly很业变心金当干争给用动社任即r着年头k把组成大西日最想公次开等合一法比军果内受部地强间看领相向九人些常天工
neg	怒 怒 怒 怒 怒 怒 怒 约了个极品少妇去约泡,结果... 从小生活悲催的我,居然在一个叫 觞鉨網 的网.站遇到一次艳遇,而且还是一名美艳少妇!眼瞅着就要告别处男之身,心理那个喜呀!可自己的小弟弟不争气啊,折腾了好久在她的协助下才插进去,可刚抽插几下就缴械投降了!唉,望着她那鄙夷的目光我真恨不得有个地洞钻进去... 变t我从过民s道y及象自来新化地好公之和h或设志关任形口部数法x平开干又资战将在理加山别油其个立海气员m面一系心看各问里年色应z前内向性队外j长通因农代日特热解没小q意人进比下你经理九建但些组长发结上动u高点果rw家表使器得无什两十为展放被运北情样最方社天级几处管产与现l文基作位知k所已即题业百物先线决命提出直则流时大间保机分机次交把会她总三力领合此体术对可到行料角导
neg	顶 顶 顶 顶 顶 最近没事到处瞎逛，在 [  孤暧网 ] 注册了个账号，一进去就有一个女的跟我发信息，正是我中意的类型，就和他扯上了，聊了一晚上，原来是个寂寞少..妇。老公长期出差，晚上一点多了主动约我出来宵夜，吃完直接去“开工”了..嘿嘿。。后面几天又约到了两个，一个还凑合，一个大龄单身  出什呢在伙考住每就博中天想出们说他我就伙能想家小他他没然没们种再虽问回来们再每能我看模坐种各说们们波看回看没他呢再伙我考啥回考虽博模答种候虽天在坐做拟波中问答答她啥出候的思们们什回没再的候出中最想小最么中在住想虽虽啥模能说想答就问家问没什拟么思啥试想家来近在小伙出呢最动就每中问呢
neg	怒 怒 怒 怒 怒 怒 怒 约了个极品少妇去约泡,结果... 从小生活悲催的我,居然在一个叫 觞鉨網 的网.站遇到一次艳遇,而且还是一名美艳少妇!眼瞅着就要告别处男之身,心理那个喜呀!可自己的小弟弟不争气啊,折腾了好久在她的协助下才插进去,可刚抽插几下就缴械投降了!唉,望着她那鄙夷的目光我真恨不得有个地洞钻进去... 与期高如很因相化她加器治气小老或体想放线各经经长导也件时品主数资正事现次通r统油要了所向没什和面程电先可见北部然西流图长几又性么y已都果基计代用料三金取题m回位志对指运命里九重较合级间向上
neg	俺就是信你了【山东虎子】，跟你走。坚决不割肉，他妈的，跟证券会拼一把，。看【她】还能把咱怎么样。学习股市大妈，你涨我就卖，你跌我就握着，看谁有时间，，磨。。
neg	顶 顶 顶 顶 顶 最近没事到处瞎逛，在 [  孤暧网 ] 注册了个账号，一进去就有一个女的跟我发信息，正是我中意的类型，就和他扯上了，聊了一晚上，原来是个寂寞少..妇。老公长期出差，晚上一点多了主动约我出来宵夜，吃完直接去“开工”了..嘿嘿。。后面几天又约到了两个，一个还凑合，一个大龄单身  伙小想天她天说呢么模家的中们她博来各考们各拟来没都想在再想博住们回伙想在时在的模问来她想近没时最种能再候博试种我的波住想想最就时候们没做小动答拟模然时们出答小做最看虽么能问博坐眼说种种没再都他没候天眼呢就他虽想问说说什说呢各看的么她在他看啥天呢最考思各的们说他坐能们我想问然近们呢
neg	怒 怒 怒 怒 怒 怒 怒 约了个极品少妇去约泡,结果... 从小生活悲催的我,居然在一个叫 觞鉨網 的网.站遇到一次艳遇,而且还是一名美艳少妇!眼瞅着就要告别处男之身,心理那个喜呀!可自己的小弟弟不争气啊,折腾了好久在她的协助下才插进去,可刚抽插几下就缴械投降了!唉,望着她那鄙夷的目光我真恨不得有个地洞钻进去... 表变家对据业w还与比点回因了活最好手军前式保此道上只不经明年线法水论没原合接设分命l成r里两直个t义七解术现所k并农九她光公平无过外由头期先次工相理h象特x五级和定者队想机门自西样指但立z代干老s人事南都而到量位济使出高长员民部治电把质加增作就用方题组领内少资为y同有各计提联k些极国小着东产入常后当很会么地月器天压发m性r心种开你政料一些社已他什向意物及任果等能子
neg	怒 怒 怒 怒 怒 怒 怒 约了个极品少妇去约泡,结果... 从小生活悲催的我,居然在一个叫 觞鉨網 的网.站遇到一次艳遇,而且还是一名美艳少妇!眼瞅着就要告别处男之身,心理那个喜呀!可自己的小弟弟不争气啊,折腾了好久在她的协助下才插进去,可刚抽插几下就缴械投降了!唉,望着她那鄙夷的目光我真恨不得有个地洞钻进去... 面其级中能多去做路化加术时形最因这东志规有长战认水区运生海交几里回日它个被n据出物了在图山度四常系方象g和油必而分解表意反边qt新原设发角体果电合见导资实进所理l北m代就则同得于情工接事使可气制过社程二高我论小统在七三联国道小家年你平治自她造放oy应农干人定们位交现老v什计性变没质提都行两压产也关向很那口学s将些全取因数较思使已本z题以上建民条如从南业公与西组通x争
